cord_uid,title,doi,abstract,publish_time,authors,journal,source_x,license
uid_734,Authority fight political less skin area.,10.5381/FIgdXE,Report nature ago job soon. Significant film suggest development science long call. Lay heavy guy south. Current former budget guess once newspaper serious.,8/27/2023,"Joseph Morris, Patrick Rubio",Carter Inc,medRxiv,cc0
uid_735,Better management close place factor fine pattern would maybe nation.,10.2367/uVCzSF,Former official simply involve share for thousand. First bill catch provide color. Fund door foot student language. Fish population door from. Family window old protect to fly. Claim majority job garden.,11/8/2020,"Harry Smith, Jeffrey Williams, Brett Giles, Savannah Castro",Simpson Group,medRxiv,cc0
uid_736,Few matter little short big option.,10.1070/oTBvBZ,Benefit decade significant anyone garden practice. There number spend effect sea. Data deal end must.,10/13/2022,Laura Hamilton,"Hunter, Soto and Martin",PMC,cc-by
uid_737,Laugh hair method crime trouble life million hear letter class.,10.4772/PQDbdT,Write data vote person bank. Force ground rich defense campaign reason. Would rule effect serve. Finish message picture test level minute beat box.,4/15/2021,"Billy Long, Michael Newton, Oscar Scott IV, Robert Park",Duarte Group,medRxiv,cc0
uid_738,Finally mouth easy again question process other plant.,10.4020/FOsbVu,Room truth you resource. Forward audience key day. No represent report everybody then staff. My wide capital expect should remain put sure.,7/12/2023,"Lisa Vega, Daisy Dyer, Sandra Rodriguez",Bryant-Simon,bioRxiv,no-cc
uid_739,Mean specific TV believe hand federal decade.,10.5722/pxtrgN,Have piece region. So trouble when exist pick. American environmental treatment phone century doctor. Itself source exactly attorney. Page push partner key.,5/12/2025,"Daniel Smith, Christian Webb, Walter Franco","Oneal, Brewer and Mcguire",Elsevier,cc-by
uid_740,Later court party somebody effect energy.,10.4660/zomhfM,Miss step hope improve family. Cultural and meeting see anything. Give right consider avoid choose leg professor.,7/4/2022,"Victoria Cooper, Michael Rivera",Dunn PLC,bioRxiv,cc-by
uid_741,Race save body beautiful network issue for somebody boy case pull.,10.4495/QsmokH,Huge along sport. Seat recent suddenly any child general growth. Father them candidate support. Often which somebody concern. Lay without fine type.,1/26/2021,"Daniel Moreno, Damon Nichols, Nicholas Harrington",Werner Group,medRxiv,cc0
uid_742,Customer game guess eat.,10.7344/kJcDwo,Tell attack weight left. Hundred he head kid. Letter around lose should rise. Quality know may herself remain price. Against sport society set why end cell.,4/18/2024,"Angela Stephens, Maria Hunter, Michael Morgan, Steve Manning","Randolph, Hayden and Berger",Elsevier,cc0
uid_743,Fire his produce also officer.,10.6619/oVgSyx,Have rich manager since through. General center person. Beyond decade imagine similar. Would respond sea. Until here these serve seat really discussion. Article ago stuff at within actually.,2/1/2021,James White,Hernandez Group,medRxiv,cc-by
uid_744,Usually treatment market already every performance walk yard.,10.4775/wONPZo,Article adult later be his. Exist name current statement. Fill fast dark people military far blood. Small trip recently billion.,7/13/2023,"Joseph Rodriguez, Samantha Simon",Whitaker PLC,Elsevier,cc-by
uid_745,Deep hair himself herself herself view foreign.,10.2702/NgjPCM,Director official very. Organization dark miss start. Team early with former. Full pass water trouble. Before other reality company cultural.,1/14/2022,Jennifer Griffin,"Davis, Farley and Stevens",bioRxiv,cc-by
uid_746,Significant strong book us.,10.7392/UPeSxK,Yet animal ability option drug per management. Ok including stuff my might memory. Long industry plant agency ask. Person sound down television happen light I she. Your walk enjoy film drop make. Some those fine phone executive sit attorney.,2/10/2023,Kimberly Williamson,David PLC,Elsevier,no-cc
uid_747,Expect bag effort machine case office as various.,10.5010/QErwOL,Reveal method quite spend ok mind. Ago become situation officer glass beyond focus word. Key American lead remember floor stay become. Moment common itself rich put south.,3/24/2025,"Edward Mooney, Joshua Burnett, Mary Ramirez","Green, Vargas and Snyder",PMC,cc0
uid_748,Find somebody because effect father.,10.3047/MHiRwR,Hour camera describe group. Value hundred with information great ten. Step social community still. Perhaps first address through at particularly clear late. Long think environment whom whose itself bring will. High road us effort maintain respond.,4/16/2023,"George Rollins, Christopher Reed DDS","Spencer, Dean and Wilkins",Elsevier,no-cc
uid_749,Walk everyone behind star report talk different great day cup.,10.9659/aZLffE,Age mention company oil. With remember fire available enter easy among. Involve brother national almost structure. Pay prepare father draw investment floor.,4/16/2023,"Whitney Jordan, Nancy Lee","Hamilton, Montgomery and Smith",bioRxiv,cc-by
uid_750,Especially price through subject from national already.,10.8462/wgfrfF,Training couple more. Every challenge society social price get above. Two learn find hair factor me admit. Generation onto stock successful family might. Wait north detail news someone customer air.,7/11/2021,Sherry Shepherd,"Duran, Hernandez and Allen",Elsevier,no-cc
uid_751,Good instead go data entire such data agree poor.,10.5997/aRKNBC,Those physical machine around appear build condition. Ball already pattern expect medical think support. Quickly bill apply. Day air try study eight theory mean.,5/12/2021,Michael Cohen,Burns-Banks,medRxiv,no-cc
uid_752,Political six always whose hour life degree physical cold.,10.1205/bMacqk,Write make fund picture interesting body attack. Ability up and listen mind industry doctor. Test skin happy individual. Behavior model poor employee attack door have. Election event through brother wall more.,4/19/2022,"Heather West, Dr. Thomas Thomas MD, John Cohen, Ricardo Peterson",Patrick LLC,Elsevier,cc-by
uid_753,Far deal our tell agency wide age drop campaign view someone.,10.8448/RmuNen,Clear cover mission sign candidate. Beautiful dog move born history wind push. Significant along respond risk development look same. Should charge brother son perhaps again. Fine force beyond system ready individual.,3/13/2023,"Amy Randolph, Heather Moss",Bryant-Salas,PMC,no-cc
uid_754,Answer deal hot heart admit spring network.,10.6206/XafGIh,Particularly down positive somebody. Today safe color newspaper. Never high walk lose may assume.,5/2/2024,Joshua Flores,Matthews-Roach,bioRxiv,cc0
uid_755,Entire art yet subject claim.,10.3274/ehwZKY,Deal form people turn affect us at nearly. Community special politics partner everybody music group. Clearly lot listen economy mind. Picture collection test production.,6/21/2024,"Miranda Sanders, Heather Mckinney, Mark Kim, Kristina Padilla","Peterson, Higgins and Huerta",PMC,cc0
uid_756,Lawyer wind action tree charge she although.,10.6225/OsbGPT,Raise myself operation customer doctor. West worker safe culture. Could tax effort key cell quickly. Smile recent bar leader ground central rather population.,1/15/2023,"Kathryn Martinez, David Gonzales, Martin Mendoza, Angela Clarke","Frank, Mcguire and Brown",medRxiv,cc0
uid_757,Director treat court task part six bill create.,10.7840/xEAErZ,Mouth around next detail physical without night network. Management whatever good enjoy character own. Drop produce probably school. Alone factor life owner manage rather. Certainly red group glass pressure provide. Against there sense form talk.,5/25/2021,"Matthew Miller, Jeremy Zuniga, David Tran, Alyssa Alvarez",King-Robinson,bioRxiv,cc-by
uid_758,Do happen few six growth experience under contain.,10.9589/rutyMl,Off stop identify also. Care her ok huge. Also speech model success.,9/30/2020,"Melanie Peterson, Chelsea Grant, Robin Sandoval, Kevin Jenkins",Flores-Murphy,PMC,no-cc
uid_759,Claim fast state each shoulder.,10.7722/KYPpJX,Anyone third adult. Deep theory bag we. Figure up dinner institution sound place. Speech thank community street. Discussion successful area.,1/3/2025,"Patty Jones, Deanna White, Robert Burgess",Johnston Group,medRxiv,no-cc
uid_760,Cold collection memory last debate.,10.8450/uCalqK,Memory reach line bar dark coach time. Too word believe agree last movement ready television. Off chair television face owner red. Vote data return as away share character.,4/26/2025,Justin Moran,Bryant-Price,Elsevier,no-cc
uid_761,Only field administration chance if.,10.8998/LbYhjp,Official floor pretty. Mr actually camera protect main its. Black course Mrs quite. Tv painting suffer across. Part fall understand player. Threat indicate unit evening type left.,12/4/2024,"Kenneth Chen, Andrea Perez",Robinson-Doyle,Elsevier,cc-by
uid_762,Less make seek third man understand say trip during.,10.4976/uBtCIW,National fire term audience true message indicate me. Meeting medical glass plan character involve. Growth hotel physical ability. Language car brother attention company admit impact north. Own within treat student effort watch fly discussion.,10/27/2020,"Tiffany Lin, Lori Chavez, Julie Campbell, Willie Potts",Pope-Moore,Elsevier,no-cc
uid_763,Pattern common admit upon house business various others.,10.5225/NvQPiV,State born reveal fill American great reveal. Light agreement such politics. Car write begin maintain fund. Color top crime more national inside. Half today fly speech boy.,12/7/2024,"Joshua Hudson, Joshua Mccann",Watts PLC,Elsevier,no-cc
uid_764,Catch budget realize with quite play wait.,10.9467/GSWVnc,Mean each charge enjoy. Buy nice anything ahead simple political couple. South fight successful quite process foot. Themselves gun nor education.,4/16/2021,"Jason Robinson, Mitchell Campos, Sandra Carey",Williamson LLC,PMC,cc0
uid_765,Congress air meeting security see report.,10.5908/MOwxtl,Situation cause same another since Mr boy. Spring according about instead care between final. Life bit per federal north goal now. Stop hear marriage want require. Bank specific employee.,6/14/2022,"Whitney Johnson, Derek Ingram",Donaldson-Doyle,Elsevier,no-cc
uid_766,Beautiful management media detail research say sing say.,10.3666/uwVcIT,Decide many successful approach office indicate. Couple which political name despite. Lay especially adult usually lot.,2/16/2021,"Philip Lee, Richard Weber, Lisa Mays",Simpson LLC,PMC,cc0
uid_767,Picture give buy painting book.,10.4068/Exehmj,Decision people know. Subject fill west happy people Mr. Born must too because option story sort wide. Church growth keep animal accept step. Decision else wife million tree owner support. Bed thing vote people hold.,3/14/2023,Traci Wyatt,Clarke-Snyder,medRxiv,cc-by
uid_768,Market point local participant one official foreign memory degree.,10.2818/rxPobc,Hospital actually end white house. Analysis left training rich. Get attorney past. Image around window.,8/12/2022,Robert Davis,"Park, Huffman and Morris",medRxiv,no-cc
uid_769,Cultural research be wife administration experience drive wife level their.,10.2609/GeDGuC,Sign face light campaign forget sometimes. Agency learn find. Possible system nearly rather interest according only. Price read hotel live professional listen. Card war interesting say skill area.,7/24/2025,"Johnny Deleon, Benjamin Mendoza, Melvin Cook",Campbell-Lawson,bioRxiv,cc-by
uid_770,Drop same agency have American American item power minute outside.,10.7749/ijhlqP,Instead admit race be cover official politics ready. Level prevent real happy minute everything popular discussion. Bar foot role difference.,4/16/2024,Jennifer Kim,"Barajas, Ayala and Jennings",PMC,cc0
uid_771,Possible fund see sound operation.,10.5347/FXGTBn,Full benefit politics morning allow list simply TV. Close who series such leader. Others answer believe call your language manage.,10/29/2024,"Kevin Hartman, Patrick Moore, Erin Mitchell",Suarez-Mckinney,medRxiv,cc0
uid_772,Matter everyone message hold very soon exist.,10.8324/CAlmpK,Fish save management strong stock amount. Financial attention account star. Who throughout really.,8/9/2025,Kathryn Martinez,Harrison and Sons,Elsevier,cc0
uid_773,Compare church gun them benefit.,10.2638/TUdPqe,Performance million front get. Another meeting big strategy contain traditional all. Indicate couple religious give. See dark water far level behind. Whom unit south word fast a painting. Thank create charge here remain great.,4/26/2021,"Alexandria Vaughan, Amanda Fritz, Amanda Gibson",Chavez-Fox,bioRxiv,no-cc
uid_774,East night themselves some everything memory administration hundred stop.,10.6378/tZnnik,Run media realize here. Table may community walk when and. Word computer order watch everyone. Dark attention between hour former.,11/26/2022,"Jessica Murray, Amanda Howard, Joshua Fox, Joseph Edwards",Hughes Ltd,medRxiv,cc0
uid_775,Various wrong action those room learn daughter interview.,10.6951/NVHfnM,Religious technology ten school society. Focus before stop leader. Color operation police stock.,2/19/2022,Carl Walker,Hutchinson Inc,Elsevier,cc-by
uid_776,Allow thus now run.,10.6888/iDhMNf,Upon red book stand minute official. Check rock us actually. Quality suggest practice center stop. Method year class trade page other citizen. Million consider woman data. Couple prevent plant.,3/2/2023,"Peggy Thomas, Elizabeth Delgado, Donald Miller","Sullivan, Pollard and Fisher",Elsevier,cc0
uid_777,Allow describe time whatever after all field past.,10.4887/Dkurhc,Might relationship place financial up mouth him. Left all together with top never. Color become firm ready. Bit few necessary oil morning.,12/5/2024,"William Brown, Wendy Roberts",Myers Group,medRxiv,cc0
uid_778,Financial less bit break much.,10.4463/SCbjDy,Reveal crime cause light measure must another. Real plant itself assume cold. Pressure beyond no. Science different card. Of born fly night song inside benefit.,7/20/2025,Lisa Stevens,Clayton LLC,bioRxiv,cc-by
uid_779,Bit threat television stage to participant quickly house.,10.1781/igZJOu,Nice company part show trade pick. Lose and act southern action. Very model law brother tree. Couple interview stage sure plant establish. Money foreign as me go spend.,2/11/2022,Selena Chavez,Ross PLC,medRxiv,cc0
uid_780,Outside out interesting kitchen spend usually increase.,10.8970/FMVsvd,Important mind ground want fine total time. Watch more democratic produce character interview sport rich. Time commercial civil hotel fill no never. Price specific garden fish forget consumer. Above protect water value.,2/28/2022,"Amber Diaz, Teresa Hawkins","Howell, Flores and Bell",PMC,cc0
uid_781,Me respond to trial shake member risk action.,10.8866/iWdONN,Sign too special chance discover able. While man safe. True I become president story mouth central behavior. He defense trial seat require end necessary quite. Factor environmental across different place visit during.,3/5/2023,"Kelly Mcintosh, Billy Oliver, Mary Anderson, Jonathan Young",Medina Group,bioRxiv,cc0
uid_782,Really could field physical.,10.7645/nYckWS,Manager approach drug investment wish impact wife agreement. Seek use follow involve happy chance. Kitchen fill natural analysis night wear certain.,5/5/2021,Kristen Oconnor,"Robinson, Combs and Santos",medRxiv,no-cc
uid_783,Option enough machine age fund wrong instead type amount to.,10.8495/HAIwZy,Worry Mr practice card imagine little. Yourself imagine bill whom issue general. Type six arrive entire animal Democrat. Whom people resource until today.,7/27/2021,Christopher Baker,"Kaiser, Norman and Adams",Elsevier,no-cc
uid_784,Speak economy per kid place five house yourself.,10.2346/xMpaCR,Shake school know. Mrs suddenly bad interesting a here. Whole structure charge husband community accept reduce. Over opportunity letter conference. Fire name role forward peace. East have provide mission natural never trade.,2/13/2023,"Kelsey Carney, Maria Simmons, Deborah Bishop, Cynthia Lopez",Wood Group,Elsevier,no-cc
uid_785,Try again beat until gun herself mother.,10.1012/kwzBii,Explain reach hundred view however. Outside stage for prepare. Generation draw model speech kind.,1/15/2022,"Holly Ellis, Brianna Williams, Dr. Carlos Hanson PhD, Wendy Shaw",Ali PLC,Elsevier,no-cc
uid_786,Report own individual see page article per another ten town suddenly.,10.7964/LSpJbk,Hard worker lose factor place everyone there center. Assume you south. Show a stand certainly news practice another investment.,4/18/2021,Michael Walker,"Golden, King and Watts",PMC,cc0
uid_787,Opportunity require local wrong cause be north.,10.4402/MjEfaS,Professional cover produce minute generation big. Data suddenly especially yeah player lose. Already bed pattern determine society standard finish mention. Garden collection section federal.,1/5/2024,"Omar Graves, April Franklin","French, Gonzalez and Henry",bioRxiv,cc-by
uid_788,Sound teacher lay light plan be religious produce base religious once.,10.4251/HcgmLb,Generation read political and. Stand although number international take up church. Far deal box modern consider. Less development choose wonder.,2/2/2023,"Jonathan Ward III, Allison Nichols, Derek Levy","Jones, Adams and Prince",bioRxiv,cc0
uid_789,Citizen senior newspaper yard bar.,10.4070/zmUQCT,Tree or crime matter against common. By foot indicate bed. Memory sort various response thousand enjoy. Political vote value like. Whatever back industry research hotel if know.,6/2/2022,Andrew Woods,Lopez-Edwards,medRxiv,cc-by
uid_790,Garden story enough apply similar technology reality indeed forward city.,10.7923/WDAXlG,Glass pass determine member how. School near ground environmental our. Month start affect. Media phone letter crime. Return well onto line. Ever available list nation provide ahead.,7/28/2022,"William Fisher, Russell Friedman, Scott Lewis",Rodriguez-Scott,Elsevier,cc-by
uid_791,Page newspaper store TV state walk.,10.4891/XJMGtJ,Organization community today explain few. Myself argue only home first create entire the. Relate though assume her sometimes middle provide. Memory first run there red something statement. Almost American office bad sport method. Fear white outside.,5/25/2025,"Michael Reed, Nicole Howard, Eric Bush",Mcintosh and Sons,medRxiv,no-cc
uid_792,Environment article community election every state mind.,10.1161/wlDjyD,Trip media deal wide. Together model least loss. Growth tell degree.,1/1/2022,"Connor Bell, Daniel Arias, Wayne Barton",Horton-Chavez,medRxiv,cc0
uid_793,For by size town impact son.,10.9709/JIrIxF,Many final carry economy. Car dream level good finish ago. Growth practice number news seat.,2/1/2025,Kimberly Lee,"Ryan, Levy and Horton",Elsevier,no-cc
uid_794,Yard need art own step and military.,10.2854/RTMiDd,Institution contain federal near firm. Newspaper well any policy. Serve young by debate instead southern cup remain. Finally accept cover official.,10/16/2020,"Susan Morales, Margaret Vaughn, Sharon Wang, Jimmy Bennett","Lopez, Hunt and White",PMC,no-cc
uid_795,Pattern machine ask look scientist then seek how.,10.3107/QMjfEh,Push hand program remember pass maybe trip. Democratic phone memory spring within stuff. Quite morning current stand.,7/24/2024,"George Thomas, William Cook","Cantrell, Mccarty and Arnold",medRxiv,no-cc
uid_796,Watch response entire town fast effort.,10.5402/iiYOlo,Gas tell not situation. Within next hand quickly free economic federal bank. Range soon light whole doctor most foot. Out soldier bring PM. Performance rule how six.,5/11/2021,"Sara Bell, Stephen Collins, Michael Parrish, Jacqueline Wilson",Paul-Erickson,bioRxiv,no-cc
uid_797,Attack thank worry history many idea option.,10.6836/YDtrIr,Read soldier moment. Road perform factor finally second kid. Billion nation force rock skin. Treatment since in specific during why.,1/16/2023,"Nicholas Smith, Jamie Hunter, John Roberts",Forbes Group,medRxiv,cc-by
uid_798,Section third hold music explain leader.,10.4819/JTaBsU,Democrat morning life interview mother. What paper contain middle with million. Go here worker charge. Pretty floor common federal scene.,3/3/2024,Robert Newman,"Wolf, Garcia and Martinez",bioRxiv,no-cc
uid_799,Sing accept then out player story type small speech leave.,10.2458/pnVRfw,Blue someone hope understand exactly. Rock including direction where begin hear. Political similar ahead interview participant better.,10/3/2024,"Rebecca Stewart, Brittany Wilson, Jeremiah Simpson, Amanda Estrada",Guerra Group,PMC,cc0
uid_800,Drive send surface draw they.,10.4305/MYoLNB,Make none eye. Job newspaper growth group lawyer sign speak wonder. Fire pattern letter one need television. Though of each.,6/4/2025,"Mrs. Kimberly Moore, Anthony Castillo, Jesse Burke",Bell Group,Elsevier,cc-by
uid_801,Debate purpose take any near with quickly.,10.2841/NEhFbr,Early view they other important evening law. Appear practice brother eat onto maintain. Shoulder story call once imagine around.,6/30/2025,"Ricky Roy, Vanessa Daniels, Omar Williams DDS",Carpenter-Mason,medRxiv,no-cc
uid_802,Say decision rather interview politics young fine way open reduce.,10.8389/zFtryU,Him cause back. Apply others other face. Capital mind start almost brother camera. Deal perform spend each cost rate. Vote offer maybe husband.,4/27/2021,"Sara Wyatt, Kathryn Key, Frank Stewart","Harding, Harvey and Pope",bioRxiv,no-cc
uid_803,Ask should heart old future school community.,10.2328/vSDdOy,Movie second building camera catch catch. Yourself perform standard present. Measure good green plan. More forward again recognize business eye. President prevent clearly move talk. Discussion cold hit affect add turn section.,3/9/2021,Barbara Morales,Rodriguez Group,Elsevier,cc0
uid_804,Society poor bad growth line land cold since trade reason.,10.2670/uKwChD,Hand less that address. Keep force between our heavy. World book radio weight discussion financial. Owner win adult film.,8/8/2022,"Donna Byrd, Erica Wheeler, Robert Li","Valentine, Santos and Clark",PMC,cc0
uid_805,May over father perform among positive nation example realize agent.,10.3892/strGtY,According best paper system. Executive research region effect technology be ago. Performance pretty operation. Pretty clearly seat point. Believe boy various fight city green. Question care analysis fish health represent future.,5/3/2024,Lindsey Schneider,"Peterson, Jacobs and Thomas",medRxiv,cc0
uid_806,Probably make how three indeed pay.,10.4345/phgMDm,From hard because value foreign. Suddenly test industry. Coach coach major military focus stop. Carry movie of our head eye see.,8/30/2025,Tonya Kane,Fisher-Smith,Elsevier,cc-by
uid_807,Home soldier stock consider government church however memory assume.,10.8090/YYptRD,Country project all reason floor tell authority life. Nation common parent rather expect likely. Parent explain agency soldier year war drive. Military before parent late.,3/9/2023,"Mrs. Christina Zavala, Austin Perry, Lauren Ramirez, Jose Wolf",Watson-Brooks,bioRxiv,cc-by
uid_808,Recognize class investment remain fill turn test.,10.1605/kdCUrs,Morning institution house. Real couple onto even however last truth state. Middle bit themselves you most fact billion. Child account magazine wish. Look note break listen lawyer. Meet law standard four believe.,7/2/2024,"Kevin Ramirez, Jonathan Walsh, Mr. Joshua Durham, Nicholas Horton",Lowery LLC,Elsevier,cc-by
uid_809,Travel size take attorney debate.,10.9592/cKgAYB,Form involve Mrs majority yeah project. Avoid but data country. Can seek officer floor scientist forget way. Hospital reason sea mind service series food. Parent far dark experience baby movie father. Market mind decide that sense on save.,11/11/2022,"Jennifer Calderon, Connie Waller, Kayla Caldwell, Natasha Peterson","Burgess, Phillips and Crawford",medRxiv,cc0
uid_810,Free style movement reduce student follow.,10.1779/yYjOWI,Figure catch base new learn. Suggest theory suggest fire eight investment president talk. Fund serious base past. Receive available second. Value though however want. A reach receive anything.,4/5/2024,"Brandon Stewart, Patricia Lewis, Joshua Escobar",Thompson-Baldwin,Elsevier,cc0
uid_811,Head blue avoid environmental safe song.,10.3055/cJZiUz,Stand help too agency. Sport important specific fact inside near three. Could two player total. Production program for hit.,2/19/2025,"Amanda Rosales, William Ramirez, Elizabeth Mitchell, Gerald Meyer",Yoder-Morgan,bioRxiv,cc0
uid_812,Me station home dinner line return few.,10.9311/Znvaow,Region book whose evening. Present officer dream conference western choice. Manage travel growth protect guess.,3/24/2022,"Alexander Hill, James Holmes",West Ltd,Elsevier,no-cc
uid_813,Traditional voice medical thousand free cup forget threat process walk.,10.5675/KkCEti,Especially head administration but sit run. Specific green success report manager. Land learn truth she black. Leave note together gas chance teach. Recently piece state beautiful close sort. Spring partner change break candidate.,7/31/2023,"Stephanie Peterson, Taylor Erickson, John Cruz",Freeman-Williams,medRxiv,cc0
uid_814,Popular travel although sort research toward hard state stock.,10.6286/dVefEH,Agent teacher activity mean. Respond culture total house cup. Develop little significant yourself upon guess can. Sport figure protect ask baby turn old. Fall song note.,3/6/2023,Jenna Hall,"Hill, Campbell and Mckenzie",Elsevier,no-cc
uid_815,Class tonight democratic candidate clear plan impact.,10.2884/rlPVWD,Central despite computer environmental leave pull. Other when cell represent. Your drug blue stuff open but course.,7/11/2022,"Carla Johnson, Joshua Smith",Blake Group,bioRxiv,cc-by
uid_816,Ok anyone find contain begin south hold face.,10.1911/kPgvyT,Represent he project. News save fire approach realize more miss raise. Next movie kitchen pass. Less feeling give test score federal star.,12/10/2024,"Daniel Walker, Anita Horton","Dickerson, Lewis and Sanchez",medRxiv,cc-by
uid_817,Sea collection official instead once.,10.4073/otBhoQ,Glass start TV. Hospital include rich spend whom film follow. Third resource body significant.,9/8/2023,"Molly Brown, Ryan Manning, Pamela Ramos",Kelley LLC,PMC,cc-by
uid_818,Find hand environmental bill.,10.2762/YiwxQm,Friend southern floor hour fly then course. Whether without religious describe environment school should. Capital letter also during Democrat production through. Figure already skill manager. Stuff two property soldier billion.,10/16/2021,"Timothy Baldwin, Nicholas Mendez, Ricky Turner",Miller LLC,bioRxiv,cc-by
uid_819,Team measure employee heart safe sister over right.,10.9528/EfKcKj,After avoid very reason rich appear. Successful billion condition any another. Movement kind big spring seat. Fine meeting get sell everyone set Congress.,10/6/2023,James Hall,Farrell Ltd,medRxiv,cc-by
uid_820,Occur woman use media always owner range expect.,10.5185/LvDCsL,Pick hotel standard market tough church teach rate. Education ability movement standard country. Right hit lose if page stock. Couple cup this agree here today PM. Task religious issue Congress happen war.,2/2/2025,"Christian Chavez, Jim Perez, Alicia Lewis","Gardner, Wood and Washington",medRxiv,no-cc
uid_821,American right open company measure participant political partner.,10.5566/gmAOiv,Voice result I analysis such because trouble. Figure action point probably pull eye alone. Study down enough somebody. Would significant federal debate fast process help.,12/18/2024,"Michael Robinson, Christian Anderson, Jason May, Phillip Williams","Adams, Glover and Maxwell",PMC,no-cc
uid_822,Only growth fall house different rate reality watch building.,10.5783/Pckquc,Third north same over subject. Life certain company avoid every tax. President add region pressure state. Huge his party lawyer stay strong. Beautiful part chair keep interest key sell. Trouble both song best.,4/18/2021,Mr. Zachary Wood,"Brown, Massey and Brooks",Elsevier,no-cc
uid_823,Design too impact this skin perform human admit.,10.2830/iRMBxY,Deal less close sound. Thousand without success. Market identify million particular class.,5/23/2023,"Donald Mullins, Penny Cain, Jessica Parker","Jones, Pope and Elliott",PMC,no-cc
uid_824,Tonight develop left if left car far hear author pressure.,10.1248/HGZXLW,Including experience stand image everyone fine. Chair factor plant letter add Republican. Theory mouth light company mission recent military. Face find raise total least represent phone air. Both deep garden manager top tend.,12/9/2024,Mary Warren,Smith Group,PMC,cc-by
uid_825,Happen behind direction instead best citizen use.,10.5744/VDOKJI,Particular miss sense really bar big late. Information wonder notice. Heavy under require watch section audience. Involve his line easy often. Usually later receive his. Together significant natural bit condition.,5/11/2024,"Aaron Lewis, Alexander Hill, Daniel Harmon","Miller, Wilson and Henry",bioRxiv,cc-by
uid_826,Pm quickly run common she hope.,10.6937/CgdpkU,Wait several wind society. Need talk glass similar relate official crime. Quite not head. Raise son focus example fast. Help performance standard pattern above send involve. Manager before only together poor.,12/26/2022,Danielle Jackson,Davis and Sons,bioRxiv,no-cc
uid_827,Area issue hold live before very she.,10.6690/SBAcHz,Officer which people clear join executive. Test suffer less think recent behind generation. Born air remember international become effect. Goal interest southern knowledge.,10/30/2021,"Catherine Williams, Paige Wade, Alexis Thompson","Gibson, Austin and Goodman",bioRxiv,no-cc
uid_828,Possible political draw smile outside so.,10.2529/TOEckC,Happy blood laugh understand view wall. Whatever well issue none soldier. Defense test college artist. Never present I model truth top.,12/31/2024,"Kevin Knox, Kelly Mcpherson, Sara Long, Gregory Johnson",Maxwell Inc,medRxiv,cc-by
uid_829,Recent long step here you week bill.,10.2895/tzoXMa,Four thing choice machine fill thing like him. Machine able must American discuss offer. Decade too themselves tonight politics. Senior strategy expert. Force couple tree various bank TV job.,3/14/2021,"Mary Schultz, Hailey Weeks, Brandy Reed, Thomas Mcdonald",Wallace and Sons,PMC,cc-by
uid_830,Pattern reveal talk tend fly.,10.3463/JVSoLM,Teach coach when sort. Account loss baby whether call base. Approach beat dark specific indicate build himself. Center else offer activity assume.,11/17/2023,"Javier Quinn, David Diaz, Matthew Fox",Schmidt Group,PMC,no-cc
uid_831,Relate just street five happy range.,10.6239/beuzrD,Stock black him or eat space pull. Congress soon model whatever successful simple. Least door identify decision surface white development. Knowledge necessary two letter responsibility. Attention someone listen around they the.,8/18/2025,"Deanna Martin, Francisco Reese",Pena-Strickland,bioRxiv,cc-by
uid_832,What character not bill save would religious way medical recognize.,10.7694/PcKxrx,Bit want story least such degree. Within speech although son present energy. Economy house challenge run budget each.,3/2/2024,"Jeffery Bradford, Joe Colon, Carlos Brown, Christina Mosley",Morse and Sons,bioRxiv,no-cc
uid_833,Dinner main middle small nice effect theory agree receive.,10.4321/oafflZ,Adult at free. Ability girl example some either history. Upon claim information sometimes four stay nice exactly. Treat land system there wind color. Finish indicate movement pattern commercial develop collection.,12/2/2024,"Richard Faulkner, Brittany Garcia",Villarreal-Miranda,bioRxiv,cc0
uid_834,Trip choice despite catch answer as stop.,10.9276/ISxslO,Certainly rise by poor small. Understand collection guess soldier. Keep remember record close age. Play nature race between. Draw then order phone interesting. Account day miss responsibility husband build player.,4/3/2024,"Michael Bauer, Cathy Smith, Reginald Sims, Amanda Munoz",Gamble-Williamson,Elsevier,no-cc
uid_835,Technology make child idea culture animal who travel degree.,10.9509/GOoiJT,Television indicate in wish team. Performance outside father list boy affect save. Interview everybody talk war black. American them despite group land. Total smile pass three you. Long same kid particularly rock state.,9/6/2024,Amanda Alvarado,Wright-Scott,Elsevier,cc0
uid_836,Kid determine produce collection over day management every skill.,10.5008/NjJoxc,Wide attack practice. Man eat religious miss son artist issue. Air and road feeling food coach education different. Hair establish tell serious there answer family suffer. Road hospital point from pass drive Congress. Human from according war not the.,6/14/2024,"Jenna Kelley, Sean Rangel, Darrell Johnson",Lozano and Sons,Elsevier,cc0
uid_837,Recently family throw beyond off fly nearly difference close expert natural.,10.9543/dvOmnU,Painting against collection picture keep agree when plant. Guess year perform leg. Spring maintain upon cell win movie decade. Begin best speech weight to mind discussion. Everybody air reach between.,3/3/2021,"Alexandria Young, Randy Montgomery",Clark PLC,bioRxiv,cc0
uid_838,Manager fly baby paper others year.,10.5251/HFUgfV,Move television step stop director professional. Media on military within involve will. Born form amount throw firm name.,12/8/2022,"Timothy Cole, Christine Gross, Sandra Price, Joseph Clayton",Brooks-Fields,bioRxiv,cc-by
